Date,PG Adj. Close,PG P/S (LTM),PG P/FCF (LTM),PG P/E (LTM),PG Debt/Equity (LTM),actual_returns,ps_sma_fast,ps_sma_slow,ps_ema_fast,ps_ema_slow,pfcf_sma_fast,pfcf_sma_slow,pfcf_ema_fast,pfcf_ema_slow,pe_sma_fast,pe_sma_slow,pe_ema_fast,pe_ema_slow,ps_RSI,ps_bb_upper,ps_bb_mid,ps_bb_lower,pfcf_RSI,pfcf_bb_upper,pfcf_bb_mid,pfcf_bb_lower,pe_RSI,pe_bb_upper,pe_bb_mid,pe_bb_lower,ps_Signal_sma,ps_Signal_ema,ps_Signal_bb_rsi,pfcf_Signal_sma,pfcf_Signal_ema,pfcf_Signal_bb_rsi,pe_Signal_sma,pe_Signal_ema,pe_Signal_bb_rsi,ps_Entry/Exit_sma,ps_Entry/Exit_ema,pfcf_Entry/Exit_sma,pfcf_Entry/Exit_ema,pe_Entry/Exit_sma,pe_Entry/Exit_ema,ps_Position_sma,ps_Position_ema,pfcf_Position_sma,pfcf_Position_ema,pe_Position_sma,pe_Position_ema,ps_Entry/Exit Position_sma,ps_Entry/Exit Position_ema,pfcf_Entry/Exit Position_sma,pfcf_Entry/Exit Position_ema,pe_Entry/Exit Position_sma,pe_Entry/Exit Position_ema,ps_Portfolio Holdings_sma,ps_Portfolio Holdings_ema,pfcf_Portfolio Holdings_sma,pfcf_Portfolio Holdings_ema,pe_Portfolio Holdings_sma,pe_Portfolio Holdings_ema,ps_Portfolio Cash_sma,ps_Portfolio Cash_ema,pfcf_Portfolio Cash_sma,pfcf_Portfolio Cash_ema,pe_Portfolio Cash_sma,pe_Portfolio Cash_ema,ps_Portfolio Total_sma,ps_Portfolio Total_ema,pfcf_Portfolio Total_sma,pfcf_Portfolio Total_ema,pe_Portfolio Total_sma,pe_Portfolio Total_ema,ps_Portfolio Daily Returns_sma,ps_Portfolio Daily Returns_ema,pfcf_Portfolio Daily Returns_sma,pfcf_Portfolio Daily Returns_ema,pe_Portfolio Daily Returns_sma,pe_Portfolio Daily Returns_ema,ps_Portfolio Cumulative Returns_sma,ps_Portfolio Cumulative Returns_ema,pfcf_Portfolio Cumulative Returns_sma,pfcf_Portfolio Cumulative Returns_ema,pe_Portfolio Cumulative Returns_sma,pe_Portfolio Cumulative Returns_ema
2020-07-31,120.28418072132,4.582639379844961,22.68934152128402,26.42933478783365,,-0.002282757571146,4.475806740745077,4.13495396640974,4.489264926995969,4.244312230658604,23.05828062685608,21.668623141288048,22.97718265323889,22.260721315282165,59.78182952004297,62.94937049328899,54.27047768745869,64.08297842140789,76.52115001435382,4.580597498767014,4.414797935978253,4.248998373189492,51.40238074821125,23.4832074653453,22.856592426165676,22.229977386986047,8.401177358115646,87.80691184713427,63.22737387474767,38.64783590236106,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,60142.09036066,60142.09036066,100757.92265757699,102457.10498515998,100726.10110864,105619.176883861,39630.893383901006,43175.66569790498,100757.92265757699,102457.10498515998,100726.10110864,105619.176883861,99772.983744561,103317.75605856498,0.0,0.0,0.0,0.0,0.0,-0.0013300802253473076,0.007579226575770148,0.02457104985160119,0.007261011086400204,0.05619176883861088,-0.0022701625543887216,0.033177560585650134
2020-08-03,120.440131840315,4.588580873854828,22.718758757850665,26.463601008958808,,0.0012965222696765,4.493915559015045,4.141243510050004,4.507322371879398,4.251129431513975,23.03672147895596,21.683034690471835,22.930196490441038,22.26979136364986,55.67865741030259,62.58837892755076,49.21468192773144,63.33804025482473,76.87732883913314,4.600410827915422,4.430204568290817,4.259998308666212,52.01374082002338,23.45018939131292,22.878866590779857,22.3075437902468,8.476608575078833,90.56662427735228,61.27306429416924,31.979504310986187,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60220.0659201575,60220.0659201575,100757.92265757699,102457.10498515998,100726.10110864,105619.176883861,39630.893383901006,43175.66569790498,100757.92265757699,102457.10498515998,100726.10110864,105619.176883861,99850.95930405852,103395.73161806248,0.0,0.0,0.0,0.0,0.000781529794650071,0.000754715960471497,0.007579226575770148,0.02457104985160119,0.007261011086400204,0.05619176883861088,-0.0014904069594136038,0.03395731618062503
2020-08-04,122.733530649065,4.675955785764623,23.15136517794836,26.96751602550536,,0.0190418158275573,4.521360138804086,4.151866463932309,4.5379829925858015,4.259541834568442,23.06153606756225,21.72036327414384,22.970408979078726,22.28724827086369,51.635038575436,62.2870897332732,45.16974267278124,62.61783185424415,81.35647368130866,4.639511289473267,4.448941771220193,4.258372252967119,59.985822537768016,23.451990513989767,22.91736894184385,22.38274736969794,9.654870217319225,92.1020089682036,59.3280520932809,26.55409521835822,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61366.7653245325,61366.7653245325,100757.92265757699,102457.10498515998,100726.10110864,105619.176883861,39630.893383901006,43175.66569790498,100757.92265757699,102457.10498515998,100726.10110864,105619.176883861,100997.6587084335,104542.43102243748,0.0,0.0,0.0,0.0,0.01148411004127814,0.01109039402720069,0.007579226575770148,0.02457104985160119,0.007261011086400204,0.05619176883861088,0.009976587084336241,0.045424310224374986
2020-08-05,122.41245481584,4.663723298097252,23.090800279134683,26.89696792318884,,-0.002616040062785,4.54381588600357,4.158027435960181,4.560844866315156,4.267545427905646,23.06069998331505,21.733766458406112,22.99229830636163,22.30316019181955,47.526699651947226,61.916527755774176,41.84741999103717,61.91048801402523,79.04781519544721,4.669140727982692,4.465888405298143,4.262636082613595,58.52003131982867,23.450910448140487,22.946708420587186,22.442506393033884,9.63616655504613,92.85079695830578,57.361458404787456,21.872119851269133,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61206.22740792,61206.22740792,100757.92265757699,102457.10498515998,100726.10110864,105619.176883861,39630.893383901006,43175.66569790498,100757.92265757699,102457.10498515998,100726.10110864,105619.176883861,100837.12079182101,104381.89310582497,0.0,0.0,0.0,0.0,-0.001589521169752528,-0.0015356244832115395,0.007579226575770148,0.02457104985160119,0.007261011086400204,0.05619176883861088,0.008371207918211221,0.043818931058249966
2020-08-06,121.742782363685,4.6501559534179,23.02362630111654,26.749824738331306,,-0.0054706235011989,4.564844513989718,4.166029176844189,4.577083245788382,4.275121873955394,23.052780254849893,21.757118590528545,22.99799430540798,22.317426847449195,43.40256855428577,61.57572246361579,39.10240267236337,61.2142372560907,76.45634703812603,4.688085579107609,4.482878115771472,4.277670652435335,56.86044997459459,23.42169311420056,22.976443226137874,22.531193338075187,9.594418296942374,93.03555198237896,55.39855557767338,17.7615591729678,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60871.3911818425,60871.3911818425,100757.92265757699,102457.10498515998,100726.10110864,105619.176883861,39630.893383901006,43175.66569790498,100757.92265757699,102457.10498515998,100726.10110864,105619.176883861,100502.2845657435,104047.05687974748,0.0,0.0,0.0,0.0,-0.0033205651197517616,-0.0032077998981875355,0.007579226575770148,0.02457104985160119,0.007261011086400204,0.05619176883861088,0.005022845657436159,0.040470568797475126
2020-08-07,122.513364363425,4.679589537928119,23.16935643517097,26.919140183868247,,0.0063295908371636,4.58952034787095,4.170869140820763,4.595720753450152,4.283131134628121,23.063096003899943,21.76335612136624,23.029151056273975,22.334296740275366,39.30614755789487,61.18200316946027,36.88726403809152,60.535126422977385,78.13133345058041,4.71288426834751,4.498858443232232,4.284832618116953,59.541105369018666,23.43255574396057,23.00055435241599,22.568552960871408,10.0771935759443,92.61107253311332,53.40612411044354,14.201175687773762,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61256.6821817125,61256.6821817125,100757.92265757699,102457.10498515998,100726.10110864,105619.176883861,39630.893383901006,43175.66569790498,100757.92265757699,102457.10498515998,100726.10110864,105619.176883861,100887.57556561352,104432.34787961747,0.0,0.0,0.0,0.0,0.0038336541456227557,0.0037030456355462427,0.007579226575770148,0.02457104985160119,0.007261011086400204,0.05619176883861088,0.008875755656136297,0.04432347879617504
2020-08-10,123.01791210135,4.698861527794221,23.26477497536636,27.03000148754092,,0.0041183077499065,4.614856455340049,4.176182145956307,4.61447362151271,4.291363419641311,23.076361171574906,21.772054182891196,23.07199176883623,22.352722051861328,35.201411289789604,60.79382161088892,35.09503448344596,59.871658602473694,79.17598166276044,4.737209647365997,4.5155208312089545,4.293832015051912,61.23944090485905,23.45392448036591,23.027971420061444,22.60201835975698,10.414523968181417,91.71553694168102,51.41492428571496,11.114311629748904,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61508.956050675006,61508.956050675006,100757.92265757699,102457.10498515998,100726.10110864,105619.176883861,39630.893383901006,43175.66569790498,100757.92265757699,102457.10498515998,100726.10110864,105619.176883861,101139.84943457601,104684.62174857999,0.0,0.0,0.0,0.0,0.0025005444679204736,0.0024156678853310964,0.007579226575770148,0.02457104985160119,0.007261011086400204,0.05619176883861088,0.011398494345761234,0.0468462174858002
2020-08-11,122.219809315905,4.668376743833686,23.113840193649686,26.85463906178596,,-0.0064876957494407,4.631654074354242,4.183539324445453,4.624274189207433,4.298829030021358,23.045965641047125,21.791865688732404,23.079600573347765,22.36779369823337,30.995066036791435,60.44100135369821,33.59678077041686,59.21785623533136,73.217902205095,4.753646225109982,4.528828976634228,4.304011728158473,57.15260886538693,23.462052559358728,23.03831934194158,22.614586124524436,10.34839377199189,90.33974295776346,49.38693209225223,8.434121226740999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61109.904657952495,61109.904657952495,100757.92265757699,102457.10498515998,100726.10110864,105619.176883861,39630.893383901006,43175.66569790498,100757.92265757699,102457.10498515998,100726.10110864,105619.176883861,100740.7980418535,104285.57035585748,0.0,0.0,0.0,0.0,-0.003945540703821582,-0.0038119390036189804,0.007579226575770148,0.02457104985160119,0.007261011086400204,0.05619176883861088,0.007407980418536075,0.04285570355857504
2020-08-12,124.26552105331,4.746515902720225,23.500719001953943,27.30413125653251,,0.0167379719282443,4.654752337252996,4.194658525644683,4.646499955300667,4.307694116609455,23.046383693517097,21.831562818595977,23.15616756036707,22.390227862663483,26.810496106336483,60.13977048603105,32.452662676983344,58.585901285256135,77.82429144516831,4.780199164129026,4.547082254983215,4.313965345837404,63.81790663502359,23.52719303598066,23.07341333879569,22.61963364161073,11.892731979619388,88.58107823618036,47.397312879674935,6.21354752316951,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62132.760526654994,62132.760526654994,100757.92265757699,102457.10498515998,100726.10110864,105619.176883861,39630.893383901006,43175.66569790498,100757.92265757699,102457.10498515998,100726.10110864,105619.176883861,101763.653910556,105308.42622455998,0.0,0.0,0.0,0.0,0.010153342921479958,0.009808220496969833,0.007579226575770148,0.02457104985160119,0.007261011086400204,0.05619176883861088,0.017636539105561067,0.053084262245600256
2020-08-13,124.55907610083,4.757728696814658,23.556235243475225,27.368632378614794,,0.0023623209803631,4.671212770007047,4.207568233975878,4.666723362848666,4.316605692455103,23.12788178869505,21.88083411492232,23.228907139114007,22.41331711772906,26.89837888521604,59.865703300019725,31.528293531825422,57.96773754453056,78.39844860213101,4.804128279530445,4.565438672198922,4.326749064867398,64.66728650158944,23.59593345354577,23.108902546057845,22.62187163856992,12.126654105823963,86.41266545209032,45.40391266134559,4.395159870600857,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62279.538050415,62279.538050415,100757.92265757699,102457.10498515998,100726.10110864,105619.176883861,39630.893383901006,43175.66569790498,100757.92265757699,102457.10498515998,100726.10110864,105619.176883861,101910.43143431601,105455.20374831998,0.0,0.0,0.0,0.0,0.0014423373976824028,0.0013937870787947837,0.007579226575770148,0.02457104985160119,0.007261011086400204,0.05619176883861088,0.019104314343161066,0.054552037483200255
2020-08-14,123.93527162485,4.733901509358703,23.43826323021633,27.23156749415954,,-0.0050081013404035,4.686338982958421,4.218263228129441,4.6789375713050365,4.324868975958145,23.20277395958828,21.918305003474966,23.26697188295079,22.43361308035257,26.97860215584863,59.55903734797234,30.747070615886173,57.35910051383014,74.01308695964421,4.820887427257032,4.581072861851743,4.341258296446453,61.37035066561375,23.635400488254163,23.130527293222187,22.62565409819021,12.053419984577427,83.77713454452103,43.38021583794576,2.983297131370492,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61967.635812425004,61967.635812425004,100757.92265757699,102457.10498515998,100726.10110864,105619.176883861,39630.893383901006,43175.66569790498,100757.92265757699,102457.10498515998,100726.10110864,105619.176883861,101598.52919632601,105143.30151032998,0.0,0.0,0.0,0.0,-0.0030605526205728095,-0.0029576751729993855,0.007579226575770148,0.02457104985160119,0.007261011086400204,0.05619176883861088,0.01598529196326104,0.05143301510330023
2020-08-17,124.30221543425,4.747917501987315,23.50765853217027,27.3121938968232,,0.0029607698001479,4.70227264577167,4.229932249249122,4.691479376883632,4.333246174493376,23.28166393702024,21.960950745577613,23.310733091899788,22.45488130712124,27.063461444635067,59.26635289790391,30.12254757605654,56.76411226398842,74.90242222880232,4.834512263537473,4.598094102393352,4.361675941249231,62.57893716223523,23.681072603975007,23.159192707988108,22.63731281200121,12.388592888652898,80.75497491096638,41.37105942746879,1.987143943971212,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62151.107717125,62151.107717125,100757.92265757699,102457.10498515998,100726.10110864,105619.176883861,39630.893383901006,43175.66569790498,100757.92265757699,102457.10498515998,100726.10110864,105619.176883861,101782.001101026,105326.77341502998,0.0,0.0,0.0,0.0,0.0018058519759223124,0.001744969979680322,0.007579226575770148,0.02457104985160119,0.007261011086400204,0.05619176883861088,0.017820011010260872,0.05326773415030028
2020-08-18,125.228748552985,4.783307883354475,23.68288166950453,27.51577556343342,,0.0074538745387453,4.713007855530655,4.239662926915468,4.708175468969239,4.34215828754013,23.334815586175857,21.993031009509934,23.378396469646106,22.479198145980316,27.118287398427874,58.939486376342295,29.64858902830688,56.18493727981902,77.03913044307757,4.848630787389622,4.6171839971673645,4.385737206945107,65.51293178444811,23.75317622266815,23.19817582686906,22.643175431069974,13.2872191911892,77.29811321987472,39.3766629869319,1.4552127539890805,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62614.3742764925,62614.3742764925,100757.92265757699,102457.10498515998,100726.10110864,105619.176883861,39630.893383901006,43175.66569790498,100757.92265757699,102457.10498515998,100726.10110864,105619.176883861,102245.2676603935,105790.03997439748,0.0,0.0,0.0,0.0,0.004551556801360768,0.004398374167810637,0.007579226575770148,0.02457104985160119,0.007261011086400204,0.05619176883861088,0.022452676603935684,0.05790039974397532
2020-08-19,124.549902505595,4.757378296997886,23.554500360921143,27.36661671854213,,-0.0054208482895026,4.722373355420719,4.248144313381438,4.717121437701721,4.350380465945234,23.3811855943545,22.018507582704512,23.410415358968837,22.500491259147456,27.1652522779632,58.595486175313525,29.233684971986012,55.61427746672442,72.18977384025335,4.857031708826111,4.633094620712138,4.409157532598166,61.69615862737162,23.794863300273907,23.220942788834787,22.647022277395667,13.180548043307605,73.217351835852,37.34597596495517,1.4746000940583457,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62274.9512527975,62274.9512527975,100757.92265757699,102457.10498515998,100726.10110864,105619.176883861,39630.893383901006,43175.66569790498,100757.92265757699,102457.10498515998,100726.10110864,105619.176883861,101905.84463669852,105450.61695070248,0.0,0.0,0.0,0.0,-0.0033196942162875276,-0.0032084591685299646,0.007579226575770148,0.02457104985160119,0.007261011086400204,0.05619176883861088,0.019058446366985837,0.05450616950702525
2020-08-20,125.540650790975,4.795221477096547,23.74186767620377,27.584308005742127,,0.0079546291522427,4.736879907788583,4.255290268753605,4.731321444864416,4.359189198839319,23.453009731863222,22.03664814838632,23.47067941664791,22.525072970376293,27.248700604704283,58.22658356829911,28.93379825085076,55.05922856650695,74.69347233349164,4.866905997797512,4.650862210889145,4.434818423980778,64.90935578904478,23.86672159622153,23.252894993356566,22.6390683904916,14.262382966815071,68.51691895754584,35.325634579494995,2.134350201444157,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62770.325395487496,62770.325395487496,100757.92265757699,102457.10498515998,100726.10110864,105619.176883861,39630.893383901006,43175.66569790498,100757.92265757699,102457.10498515998,100726.10110864,105619.176883861,102401.2187793885,105945.99109339248,0.0,0.0,0.0,0.0,0.004861096480344385,0.0046976884252996065,0.007579226575770148,0.02457104985160119,0.007261011086400204,0.05619176883861088,0.024012187793885698,0.05945991093392533
2020-08-21,126.08189290984,4.815895066215645,23.84422574654571,27.70323194962441,,0.0043112897332846,4.7505104606173365,4.264417145208214,4.746698466928275,4.3682328793814245,23.520496663000696,22.065346125688084,23.538596931174784,22.55119480752816,27.327109781279898,57.88690262190055,28.710058923355056,54.51752566320234,75.96641544800097,4.872863137402213,4.670015404244138,4.467167671086063,66.55971308987098,23.95035018117664,23.29179633345033,22.63324248572402,14.886342108229195,63.06786688660621,33.31662866958735,3.5653904525685007,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63040.94645492,63040.94645492,100757.92265757699,102457.10498515998,100726.10110864,105619.176883861,39630.893383901006,43175.66569790498,100757.92265757699,102457.10498515998,100726.10110864,105619.176883861,102671.839838821,106216.61215282498,0.0,0.0,0.0,0.0,0.002642752329105935,0.0025543303398232187,0.007579226575770148,0.02457104985160119,0.007261011086400204,0.05619176883861088,0.026718398388210884,0.062166121528250295
2020-08-24,127.063467599985,4.85338784648344,24.029858179204467,27.91890757667066,,0.0077852153667055,4.765963092486258,4.274156690281234,4.7660965359383045,4.377839908432949,23.597004983384508,22.09717796065981,23.62791715808927,22.580475270333636,27.416000390192877,57.553134776211806,28.56621322395789,53.99082035455815,78.11629323790757,4.880481285318728,4.690409773913148,4.500338262507567,69.37296155492967,24.064338114717778,23.336683077479712,22.609028040241647,16.0791515239162,56.47166455315449,31.30870583999121,6.145747126827935,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63531.7337999925,63531.7337999925,100757.92265757699,102457.10498515998,100726.10110864,105619.176883861,39630.893383901006,43175.66569790498,100757.92265757699,102457.10498515998,100726.10110864,105619.176883861,103162.6271838935,106707.39949789748,0.0,0.0,0.0,0.0,0.004780155355577076,0.004620626991626908,0.007579226575770148,0.02457104985160119,0.007261011086400204,0.05619176883861088,0.03162627183893574,0.06707399497897537
2020-08-25,127.56801533791,4.872659836349542,24.12527671939986,28.029768880343337,,0.0039708324308713,4.786391401737843,4.282289931468967,4.78547168146762,4.387638322847139,23.698148635959527,22.12029667648402,23.71834616923665,22.611065398037915,27.53351337204861,57.19205066848601,28.468677888755245,53.47674012734597,79.14879313215292,4.893857058480672,4.709022738046038,4.524188417611404,70.73578192251017,24.176753788103923,23.37205713850333,22.567360488902736,16.72517622081766,47.58676355624215,29.26428970441999,10.941815852597834,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63784.007668955,63784.007668955,100757.92265757699,102457.10498515998,100726.10110864,105619.176883861,39630.893383901006,43175.66569790498,100757.92265757699,102457.10498515998,100726.10110864,105619.176883861,103414.901052856,106959.67336685998,0.0,0.0,0.0,0.0,0.0024453998104643215,0.0023641647172505387,0.007579226575770148,0.02457104985160119,0.007261011086400204,0.05619176883861088,0.034149010528560675,0.06959673366860031
2020-08-26,126.953384457165,4.849183048696265,24.009039588625264,27.89471965587968,,-0.0048180641449733,4.796658116335448,4.289947115594174,4.797055566418283,4.396777822368905,23.74898069462666,22.140956419995945,23.771199518216395,22.63874805527727,27.592572211983327,56.82580365923576,28.36432184641423,52.97016546454466,74.53531949636381,4.897437146551365,4.725705226794216,4.553973307037067,66.83429819031875,24.247952934247948,23.397682194071884,22.54741145389582,16.55795829359735,28.14867555862549,27.20153415915988,26.254392759694262,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63476.6922285825,63476.6922285825,100757.92265757699,102457.10498515998,100726.10110864,105619.176883861,39630.893383901006,43175.66569790498,100757.92265757699,102457.10498515998,100726.10110864,105619.176883861,103107.5856124835,106652.35792648749,0.0,0.0,0.0,0.0,-0.0029716746546557538,-0.0028731897798381922,0.007579226575770148,0.02457104985160119,0.007261011086400204,0.05619176883861088,0.031075856124835655,0.06652357926487529
2020-08-27,126.788259742935,4.842875852022551,23.977811702791342,27.85843777473372,,-0.0013006720138738,4.805172831856237,4.296572522638122,4.805386527437241,4.405611446718482,23.79113834055827,22.15609841296857,23.808765369957293,22.66526416710923,27.64155275159522,56.44388812920986,28.272342924290506,52.47290353009296,73.2991862576032,4.905818421166808,4.738192800931637,4.570567180696466,65.78452192420633,24.28944989405064,23.459510064626663,22.62957023520269,16.51020021362705,28.199125620963404,27.2699658184056,26.3408060158478,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63394.1298714675,63394.1298714675,100757.92265757699,102457.10498515998,100726.10110864,105619.176883861,39630.893383901006,43175.66569790498,100757.92265757699,102457.10498515998,100726.10110864,105619.176883861,103025.0232553685,106569.79556937248,0.0,0.0,0.0,0.0,-0.0008007398934283261,-0.0007741259426435887,0.007579226575770148,0.02457104985160119,0.007261011086400204,0.05619176883861088,0.030250232553685752,0.06569795569372516
2020-08-28,127.30198107609502,4.869411749400986,24.10919494905792,27.97131473840294,,0.0040518052239346,4.8187238558604655,4.30525166732873,4.817027476885194,4.414795611128036,23.85823151244243,22.18216433996822,23.863388929793768,22.693856855860687,27.715527476019567,56.09135804936855,28.2176105268564,51.98772355401989,75.16532423086113,4.913404890699625,4.752531419409438,4.591657948119251,68.05775947884715,24.32701165353071,23.53050273601536,22.733993818500004,17.309292589406745,28.2395931754909,27.34706481593407,26.45453645637724,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63650.99053804751,63650.99053804751,100757.92265757699,102457.10498515998,100726.10110864,105619.176883861,39630.893383901006,43175.66569790498,100757.92265757699,102457.10498515998,100726.10110864,105619.176883861,103281.88392194852,106826.65623595248,0.0,0.0,0.0,0.0,0.002493187173987277,0.0024102576645443907,0.007579226575770148,0.02457104985160119,0.007261011086400204,0.05619176883861088,0.03281883921948592,0.06826656235952533
2020-08-31,126.898342885755,4.85397223675828,24.03275158394976,27.8826256955037,,-0.0031707141312965,4.829329329337561,4.312949646593746,4.823744705953028,4.423492177972199,23.91074081762038,22.203023068109477,23.89418213964031,22.72036962275354,27.772570655887613,55.72487797082912,28.15670419388318,51.51039488355422,72.01172181285041,4.913645634455529,4.765800987554611,4.617956340653693,65.33774724159032,24.32820361232117,23.59620237732032,22.864201142319462,17.170236764996012,28.24126206057696,27.418016050261315,26.594770039945672,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63449.1714428775,63449.1714428775,100757.92265757699,102457.10498515998,100726.10110864,105619.176883861,39630.893383901006,43175.66569790498,100757.92265757699,102457.10498515998,100726.10110864,105619.176883861,103080.06482677851,106624.83714078247,0.0,0.0,0.0,0.0,-0.001954060939888813,-0.0018892203714047096,0.007579226575770148,0.02457104985160119,0.007261011086400204,0.05619176883861088,0.030800648267785835,0.06624837140782525
