Date,GOOGL Adj. Close,GOOGL P/S (LTM),GOOGL P/FCF (LTM),GOOGL P/E (LTM),GOOGL Debt/Equity (LTM),actual_returns,ps_sma_fast,ps_sma_slow,ps_ema_fast,ps_ema_slow,pfcf_sma_fast,pfcf_sma_slow,pfcf_ema_fast,pfcf_ema_slow,pe_sma_fast,pe_sma_slow,pe_ema_fast,pe_ema_slow,ps_RSI,ps_bb_upper,ps_bb_mid,ps_bb_lower,pfcf_RSI,pfcf_bb_upper,pfcf_bb_mid,pfcf_bb_lower,pe_RSI,pe_bb_upper,pe_bb_mid,pe_bb_lower
2019-01-02,52.734,5.624312583147244,31.9136181204614,39.41372981295773,,,,,5.624312583147244,5.624312583147244,,,31.9136181204614,31.9136181204614,,,39.41372981295773,39.41372981295773,,,,,,,,,,,,
2019-01-03,51.2735,5.466324052446367,31.017155564075672,38.306586998518696,,-0.027695604353927372,,,5.595587395747084,5.621184097390791,,,31.750624928391268,31.895866386671585,,,39.21243111942336,39.39180619286983,,,,,,,,,,,,
2019-01-04,53.9035,5.753529497574423,32.64682403687683,40.3192485723093,,0.05129355319999607,,,5.624304141533873,5.623804798384526,,,31.913570220843187,31.9107368351905,,,39.4136706563117,39.4101713885023,,,,,,,,,,,,
2019-01-07,53.796,5.741558031193692,32.5788952365535,40.23535562816376,,-0.0019943046369902406,,,5.6456230305629305,5.626136545568865,,,32.034538405517786,31.923967694623432,,,39.56306792392117,39.42651167047579,,,,,,,,,,,,
2019-01-08,54.2685,5.787965514376357,32.84222176300957,40.56056728317413,,0.008783180905643562,,,5.671503482165371,5.629341079604657,,,32.181389925061744,31.942150943502362,,,39.74443144378534,39.44896821726189,,,,,,,,,,,,
2019-01-09,54.0825,5.773697407881971,32.76126130869052,40.46058007833823,,-0.0034274026368887878,,,5.690084195932025,5.632199620758663,,,32.28682108572152,31.958370950733812,,,39.874640286431315,39.469000135303006,,,,,,,,,,,,
2019-01-10,53.9415,5.754530475559423,32.65250381172718,40.32626316747383,,-0.0026071279988907348,,,5.701801701318824,5.6346220139230345,,,32.35330885408619,31.972116155901997,,,39.95675353752995,39.48597564089055,,,,,,,,,,,,
2019-01-11,53.2235,5.680913351939692,32.23478364849041,39.81037338057802,,-0.013310716238888354,,,5.698003819613527,5.63553867408178,,,32.33175881670513,31.977317492388895,,,39.93013896353869,39.49239935850812,,,,,,,,,,,,
2019-01-14,52.5755,5.612747577887977,31.84799567221567,39.332685243361794,,-0.012175073041043927,,,5.682502684754336,5.635087365246259,,,32.24380188134341,31.974756664266653,,,39.82151101441561,39.489236702762646,,,,,,,,,,,,
2019-01-15,54.3255,5.7933436362481325,32.872738439507145,40.59825577207328,,0.033285465663664526,5.698892212825529,,5.702655585025935,5.638221152790851,32.33679976016079,,32.35815398282772,31.99253848159815,39.936364593694876,,39.962737333989736,39.51119747641236,,,,,,,,,,,,
2019-01-16,54.4755,5.811616951288251,32.976425350460964,40.72631044384532,,0.002761134273959742,5.717622649639628,,5.722466742528175,5.641654732959116,32.44308048316074,,32.47056695876104,32.01202138989246,40.067622656783634,,40.10156880850893,39.535259119331826,,,,,,,,,,,,
2019-01-17,54.956,5.861250342707098,33.25805640782978,41.074128430517135,,0.008820478930895659,5.757115278665702,,5.747700124378888,5.646003160874917,32.667170567536154,,32.61374685859172,32.03669535064369,40.34437679998348,,40.27839783069224,39.565731778959254,,,,,,,,,,,,
2019-01-18,55.365,5.905540938952459,33.50937124035479,41.384505488666456,,0.007442317490355954,5.772316422803504,,5.776398454301354,5.651142522817047,32.75342528788396,,32.77658765527591,32.06585724944985,40.450902491619196,,40.479508313960274,39.60174709994355,,,,,,,,,,,,
2019-01-22,53.9315,5.7545093512312695,32.6523839475248,40.326115133638574,,-0.025891808904542568,5.773611554807262,,5.77241861737952,5.653189390706437,32.76077415898108,,32.754005162957526,32.07747163951074,40.45997844216667,,40.45161864481087,39.61609102140286,,,,,,,,,,,,
2019-01-23,54.2205,5.783497496596492,32.816869222397,40.5292565686696,,0.005358649397847248,5.773164753029277,,5.774432959055333,5.655769749238913,32.75823890491982,,32.76543499194652,32.092113175805515,40.456847370716225,,40.465734630967,39.634173507487354,56.911443496503544,,,,56.91144349650358,,,,56.91144349650353,,,
2019-01-24,54.2,5.777909767583509,32.78516318770481,40.49009920706676,,-0.0003780857793638237,5.7735859889994305,,5.775065106060455,5.658188363463558,32.760629092821254,,32.76902193662984,32.10583693841738,40.45979928358908,,40.47016455389422,39.6511225312414,56.61560612677417,,,,56.61560612677412,,,,56.61560612677419,,,
2019-01-25,55.0755,5.8705496525880525,33.31082278948748,41.139295592134914,,0.016153136531365186,5.785187906702293,,5.792425932701836,5.662393537505627,32.82646099059728,,32.867531182603955,32.12969804437917,40.541102526055184,,40.59182474266525,39.68059130472444,60.30019595717717,,,,60.3001959571771,,,,60.30019595717715,,,
2019-01-28,53.993,5.756600476337148,32.66424946301394,40.34076919823932,,-0.019654837450408857,5.792756619142039,,5.785912213362802,5.664259021442884,32.86940757204964,,32.830570869951224,32.14028322098579,40.59414210782132,,40.546178280042355,39.693664134298984,54.202411235979454,,,,54.202411235979376,,,,54.2024112359795,,,
2019-01-29,53.503,5.705034264511112,32.37165114672085,39.9794065054048,,-0.009075250495434672,5.801985287804352,,5.771207131753403,5.66506645199869,32.92177311950015,,32.74713092027297,32.14486476406965,40.65881423402562,,40.44312886647189,39.69932239907336,51.65664634106674,,,,51.65664634106671,,,,51.65664634106675,,,
2019-01-30,54.8995,5.855979615850184,33.22814911486871,41.03719253814181,,0.026101340111769566,5.808248885764558,,5.786620310680091,5.668846910688819,32.95731418703631,,32.83458877383583,32.166315939332996,40.70270791063247,,40.55114044313914,39.72581487707472,57.89127980677515,5.950409812463595,5.753570549295042,5.55673128612649,57.89127980677515,33.763967348511756,32.64705697359855,31.530146598685345,57.891279806775174,41.69893496452382,40.31953625216367,38.94013753980352
2019-01-31,56.2945,6.003802975828931,34.066932199895135,42.07310046184147,,0.02541006748695329,5.827467488218626,,5.826108067979879,5.67547970405793,33.06636487197973,,33.05865121493752,32.20395190488868,40.83738691243208,,40.82786044653956,39.77229577974337,62.93290660234355,5.988154194521222,5.772545068929126,5.556935943337031,62.93290660234351,33.978137485284265,32.75472267757024,31.53130786985622,62.93290660234361,41.96343784454538,40.452504784607854,38.941571724670325
2019-02-01,55.931,5.969312247070057,33.87122402577883,41.8313983437146,,-0.006457113927648361,5.838273678654922,,5.852145191450821,5.68129817025619,33.127681633774635,,33.20639172599957,32.23696719441126,40.913113903751835,,41.01032188238956,39.813070087940815,61.094897831618546,5.979206258142673,5.797694478660311,5.6161826991779495,61.09489783161851,33.92736487612815,32.8974261006554,31.867487325182655,61.09489783161855,41.900733017672025,40.62874535186765,39.356757686063276
2019-02-04,57.071,5.780683276153166,34.64029892957253,26.018224949916515,,0.020382256709159607,5.8257879123749925,,5.839152115942156,5.68326619215514,33.2407744026964,,33.4671021266492,32.28455792184019,39.376485849876836,,38.284486076485365,39.53990483768291,52.128187822783154,5.97962603033021,5.799052167589249,5.618478304848288,65.37455965169059,34.268317891271565,32.99709984529018,31.72588179930879,19.980330730477217,46.41346828123305,39.91369417074801,33.41392006026297
2019-02-05,57.5935,5.83771640513379,34.98206555860196,26.28889421500584,,0.00915526274289924,5.834108617765244,,5.838891077613362,5.686324612214124,33.47374256380412,,33.74255002336788,32.33797391464735,37.97276375801356,,36.10346937439818,39.27750858772891,54.3116090668256,5.983170780572472,5.803860086286254,5.624549392000036,67.1062187175322,34.63754840020517,33.1172583613926,31.596968322580032,20.960808747393024,48.014573596964425,39.216371100090115,30.4181686032158
2019-02-06,56.1445,5.685922865084527,34.07245447083041,25.605324812188154,,-0.02515908913332232,5.824351154614048,,5.811078675335391,5.6863166568254195,33.599301088647465,,33.80253265017925,32.37232006427474,36.48037058236542,,34.19471581763272,39.006772275341966,48.03242836320035,5.985250603029158,5.798757953821662,5.612265304614166,58.69296630307655,34.7483234276566,33.17876999678364,31.609216565910685,20.284818260002677,49.045116809323076,38.468608976540814,27.89210114375855
2019-02-07,55.2955,5.600820715646219,33.562486400402946,25.222085674006344,,-0.015121694912235473,5.806642249420319,,5.772849955391905,5.684623667891178,33.67703340991728,,33.75888787749265,32.395887714495096,34.953569229059376,,32.56332851879156,38.73380818422641,44.898331348945405,5.995518278271813,5.790114119209875,5.584709960147936,54.56278069316007,34.78461007056625,33.21883125136926,31.653052432172267,19.89738187184665,49.70005271421101,37.70668425632422,25.713315798437435
2019-02-08,55.119,5.582578198605456,33.45316952325683,25.13993444098682,,-0.0031919414780587907,5.777845104022059,,5.738255090521641,5.682602965529084,33.69126808329422,,33.70330272217704,32.41682398793592,33.35363311394457,,31.21362050464524,38.464622565548396,44.23207082950727,6.00569541880765,5.781516505362177,5.557337591916704,53.69059167350934,34.805502887105455,33.258864536945744,31.71222618678603,19.810035783399442,50.05258977976277,36.947367819999876,23.842145860236982
