Date,MMM Adj. Close,MMM P/S (LTM),MMM P/FCF (LTM),MMM P/E (LTM),MMM Debt/Equity (LTM),actual_returns,ps_sma_fast,ps_sma_slow,ps_ema_fast,ps_ema_slow,pfcf_sma_fast,pfcf_sma_slow,pfcf_ema_fast,pfcf_ema_slow,pe_sma_fast,pe_sma_slow,pe_ema_fast,pe_ema_slow,ps_RSI,ps_bb_upper,ps_bb_mid,ps_bb_lower,pfcf_RSI,pfcf_bb_upper,pfcf_bb_mid,pfcf_bb_lower,pe_RSI,pe_bb_upper,pe_bb_mid,pe_bb_lower
2019-01-02,128.423190438465,3.388836587259982,24.512285808641977,25.6385020884162,,,,,3.388836587259982,3.388836587259982,,,24.512285808641977,24.512285808641977,,,25.6385020884162,25.6385020884162,,,,,,,,,,,,
2019-01-03,123.587564676472,3.261233889881134,23.58930421671076,24.673114133289,,-0.03765383608274431,,,3.3656360968274637,3.386309801173272,,,24.34447097374539,24.494008945435418,,,25.4629770056658,25.61938549524536,,,,,,,,,,,,
2019-01-04,128.672033488804,3.3954030682109115,24.55978277513228,25.688181301691596,,0.04114061819764925,,,3.3710482734426357,3.3864898658670866,,,24.383618573997552,24.495311397508623,,,25.50392324130685,25.620747788442316,,,,,,,,,,,,
2019-01-07,128.376112023536,3.3875942800365744,24.503299895943563,25.629103318212422,,-0.0022998118335773032,,,3.374056638277897,3.386511735454601,,,24.405378814351373,24.495469585596442,,,25.526683255289683,25.620913244477364,,,,,,,,,,,,
2019-01-08,128.91415105129602,3.401792076683938,24.605996039682537,25.73651783337754,,0.004191114836546772,,,3.379099445260813,3.3868143164690427,,,24.44185467350249,24.497658228251613,,,25.5648349967602,25.623202444257565,,,,,,,,,,,,
2019-01-09,129.33113129781,3.412795369094788,24.685585551146385,25.819764082699685,,0.003234557595993115,,,3.38522597686699,3.387328792758661,,,24.48616937852865,24.501379561378243,,,25.61118573965829,25.627094753929686,,,,,,,,,,,,
2019-01-10,130.20544471792,3.4358667886619934,24.85246678483245,25.99431266995829,,0.0067602704108162825,,,3.394433397193354,3.38828994119239,,,24.55276890694752,24.50833178362486,,,25.680845181531016,25.634366395831243,,,,,,,,,,,,
2019-01-11,129.270601907187,3.411198116976532,24.67403223500882,25.8076799497782,,-0.007179752066115652,,,3.3974815280630226,3.3887435684356406,,,24.574816784776846,24.511612980681967,,,25.703906048485045,25.63779834739455,,,,,,,,,,,,
2019-01-14,129.243699955799,3.4104882271258763,24.668897427689597,25.80230922388159,,-0.00020810571770457642,,,3.3998463824380867,3.389174155736437,,,24.591922356215527,24.514727524187066,,,25.72179753492078,25.641055988513106,,,,,,,,,,,,
2019-01-15,127.071367381218,3.3531646231636696,24.254261747354494,25.36862311891396,,-0.016808034552739826,3.3858373027095396,,3.391358789842738,3.388461095685491,24.490591248214287,,24.53052951824079,24.509569786031967,25.61581077202185,,25.657584004737718,25.635661278224013,,,,,,,,,,,,
2019-01-16,127.434543724956,3.362748135903688,24.323581644400356,25.44112791667347,,0.0028580501746586773,3.383228457573911,,3.3861568527629107,3.387951928165059,24.471720831790122,,24.492902632087983,24.50588685253431,25.596073354847576,,25.618228352362397,25.631809132450737,,,,,,,,,,,,
2019-01-17,128.934327514837,3.4023244940566904,24.609847145061728,25.740545877684703,,0.011769052142706515,3.397337517991466,,3.389096423907234,3.38823653343024,24.57377512462522,,24.51416527081048,24.507945472188318,25.702816529287144,,25.640467902420994,25.633962335326657,,,,,,,,,,,,
2019-01-18,131.72540497134202,3.475975564187748,25.14258339087301,26.29775867527669,,0.021647279745449,3.40539476758915,,3.4048926312309638,3.3899739399798934,24.632055186199292,,24.628423110821846,24.520512559687024,25.76377426664565,,25.759975315667482,25.64710681730587,,,,,,,,,,,,
2019-01-22,129.304229346422,3.412085479274612,24.68045074404762,25.814393357033666,,-0.018380475850097056,3.4078438875129535,,3.4062004217843542,3.3904117922431554,24.649770271009697,,24.637882680499256,24.52367965244664,25.78230327052778,,25.769869505006785,25.650419422052956,,,,,,,,,,,,
2019-01-23,129.324405809963,3.4126178966473635,24.68430184942681,25.818421401340824,,0.00015603869759694966,3.4089264695092956,,3.40736723539581,3.3908515170828424,24.657600851984128,,24.64632252939517,24.526860290010603,25.79049362732411,,25.778697122522065,25.653746193920043,52.022946859764005,,,,52.02294685976404,,,,52.022946859763984,,,
2019-01-24,129.479092030444,3.4166997631819567,24.713826990740746,25.849303074439263,,0.0011961100421240545,3.409316908918013,,3.409064058629655,3.3913633635402505,24.660424995943565,,24.658596067821637,24.53056260091615,25.793447526498067,,25.79153456832519,25.65761860739567,52.37908617237432,,,,52.37908617237438,,,,52.379086172374244,,,
2019-01-25,131.75230692273,3.4766854540079244,25.14771819797178,26.30312940094271,,0.017556617494286275,3.413398775452606,,3.42135885778934,3.393052909886145,24.689950137257497,,24.747527364212573,24.54278350382814,25.82432919959651,,25.884551810619282,25.670400999347095,57.385402481954884,,,,57.38540248195486,,,,57.38540248195484,,,
2019-01-28,129.93642520404,3.428767890338312,24.801118712962964,25.94060541237573,,-0.013782542113323193,3.4151557527887837,,3.4227059546164256,3.3937601372218316,24.70265878505291,,24.75727124580355,24.54789905252388,25.83762174585626,,25.894743374574997,25.675751581783306,52.62599762311731,,,,52.62599762311726,,,,52.625997623117215,,,
2019-01-29,132.458483146665,3.46578603195483,23.35591923837927,22.154105736665848,,0.01940993788819867,3.42068553327168,,3.4305386959506805,3.3951863925630787,24.57136096612188,,24.50247997172641,24.524295491847752,25.472801397134685,,25.214627440409696,25.60601602049385,55.683858518912956,,,,38.345335957202295,,,,27.226386096120336,,,
2019-01-30,134.018796327169,3.5066117420112923,23.631043547305637,22.41507311579028,,0.011779639502411898,3.4360302451564415,,3.4443701588707913,3.3973928351264098,24.509039146116994,,24.344036985468087,24.506607334530084,25.17744639682232,,24.70561756320616,25.542829032281897,58.83932758033771,3.5121253866712263,3.41093377393299,3.309742161194754,41.59461303659408,25.42337191952567,24.49981519716564,23.576258474805606,29.743183084391717,27.57461250710892,25.39662858442208,23.218644661735237
2019-01-31,134.71152157541002,3.524736949488784,23.753189253393664,22.530933633217803,,0.005168866362222246,3.4522291265149514,,3.4589823026195172,3.399914500757348,24.451999907016322,,24.23661012509092,24.49168816460659,24.88642696847675,,24.31022048502646,25.48318753923112,60.194453041101816,3.529744990987139,3.41772879204443,3.305712593101721,43.03010302703781,25.440968994820977,24.46186036940322,23.48275174398546,30.885993618928904,27.74680101980283,25.24125016166216,22.735699303521486
2019-02-01,133.944815960852,3.504676040225851,23.61799886013986,22.402699662370495,,-0.00569146280579147,3.4624642811318673,,3.467290254911578,3.4019889866874173,24.352815078524138,,24.124135349645268,24.474387386300318,24.55264234694533,,23.963398517270825,25.422187779293285,57.92150659005556,3.522468831009789,3.429900899561665,3.3373329681135413,41.805396807892535,25.43735622285248,24.463295101574673,23.489233980296866,30.298558319495694,27.91576734354203,25.12772943811623,22.33969153269043
