Date,MMM Adj. Close,MMM P/S (LTM),MMM P/FCF (LTM),MMM P/E (LTM),MMM Debt/Equity (LTM),actual_returns,ps_sma_fast,ps_sma_slow,ps_ema_fast,ps_ema_slow,pfcf_sma_fast,pfcf_sma_slow,pfcf_ema_fast,pfcf_ema_slow,pe_sma_fast,pe_sma_slow,pe_ema_fast,pe_ema_slow,ps_RSI,ps_bb_upper,ps_bb_mid,ps_bb_lower,pfcf_RSI,pfcf_bb_upper,pfcf_bb_mid,pfcf_bb_lower,pe_RSI,pe_bb_upper,pe_bb_mid,pe_bb_lower,ps_Signal_sma,ps_Signal_ema,ps_Signal_bb_rsi,pfcf_Signal_sma,pfcf_Signal_ema,pfcf_Signal_bb_rsi,pe_Signal_sma,pe_Signal_ema,pe_Signal_bb_rsi,ps_Entry/Exit_sma,ps_Entry/Exit_ema,pfcf_Entry/Exit_sma,pfcf_Entry/Exit_ema,pe_Entry/Exit_sma,pe_Entry/Exit_ema,ps_Position_sma,ps_Position_ema,pfcf_Position_sma,pfcf_Position_ema,pe_Position_sma,pe_Position_ema,ps_Entry/Exit Position_sma,ps_Entry/Exit Position_ema,pfcf_Entry/Exit Position_sma,pfcf_Entry/Exit Position_ema,pe_Entry/Exit Position_sma,pe_Entry/Exit Position_ema,ps_Portfolio Holdings_sma,ps_Portfolio Holdings_ema,pfcf_Portfolio Holdings_sma,pfcf_Portfolio Holdings_ema,pe_Portfolio Holdings_sma,pe_Portfolio Holdings_ema,ps_Portfolio Cash_sma,ps_Portfolio Cash_ema,pfcf_Portfolio Cash_sma,pfcf_Portfolio Cash_ema,pe_Portfolio Cash_sma,pe_Portfolio Cash_ema,ps_Portfolio Total_sma,ps_Portfolio Total_ema,pfcf_Portfolio Total_sma,pfcf_Portfolio Total_ema,pe_Portfolio Total_sma,pe_Portfolio Total_ema,ps_Portfolio Daily Returns_sma,ps_Portfolio Daily Returns_ema,pfcf_Portfolio Daily Returns_sma,pfcf_Portfolio Daily Returns_ema,pe_Portfolio Daily Returns_sma,pe_Portfolio Daily Returns_ema,ps_Portfolio Cumulative Returns_sma,ps_Portfolio Cumulative Returns_ema,pfcf_Portfolio Cumulative Returns_sma,pfcf_Portfolio Cumulative Returns_ema,pe_Portfolio Cumulative Returns_sma,pe_Portfolio Cumulative Returns_ema
2019-10-09,104.068726539603,2.703351397684479,16.124259097642472,18.172568267984285,,0.0016584848082792,2.816487880122001,2.97290071937373,2.798713638286608,3.017548799765764,16.799066656060887,17.35795591087329,16.693034913919252,18.11485220767086,18.93309849444929,18.883606352949453,18.813567295924308,19.69690866976326,25.882276216535764,3.1409840425543933,2.909088273718527,2.677192504882661,26.357826950738666,18.73453838339006,17.351385803387778,15.968233223385496,27.157758006016884,21.11443854130893,19.555580268633896,17.996721995958858,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,500.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,52034.363269801506,52034.363269801506,52034.363269801506,52034.363269801506,0.0,52034.363269801506,44232.013833752,39890.87551207799,48867.1697114845,45529.33879158299,104069.8251181375,56148.393421352004,96266.3771035535,91925.2387818795,100901.532981286,97563.7020613845,104069.8251181375,108182.75669115351,0.0008957695470983573,0.0009381116454887373,0.0008545850415457856,0.0008838477843058357,0.0,0.0007970214846226842,-0.0373362289644652,-0.08074761218120663,0.009015329812859685,-0.02436297938615639,0.040698251181376044,0.08182756691153292
2019-10-10,104.978526652407,2.726984908810806,16.265222221087804,18.3314383263582,,0.0087423008146234,2.795862270411752,2.970547403122734,2.785672051109189,3.0117950593508143,16.676044293781324,17.35189168964755,16.615250787949897,18.07822587130288,18.7944482616866,18.89125188167315,18.725907483275925,19.669869653062168,30.435801233071192,3.1275361889530147,2.8927328097678253,2.657929430582636,30.85730596393901,18.654328065204528,17.253832914544265,15.853337763884005,31.567327287115297,21.02403888485375,19.445634966867622,17.867231048881496,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,500.0,500.0,500.0,500.0,500.0,500.0,0.0,0.0,0.0,0.0,500.0,0.0,52489.2633262035,52489.2633262035,52489.2633262035,52489.2633262035,52489.2633262035,52489.2633262035,44232.013833752,39890.87551207799,48867.1697114845,45529.33879158299,51580.561791934,56148.393421352004,96721.2771599555,92380.13883828149,101356.433037688,98018.60211778649,104069.8251181375,108637.6567475555,0.004725430312108481,0.0049485871609360466,0.004508356245552347,0.004662595276630377,0.0,0.004204922025611513,-0.032787228400445234,-0.07619861161718677,0.013564330376879541,-0.019813978822136535,0.040698251181376044,0.086376567475553
2019-10-11,108.96924078357,2.830650082630481,16.88353773992946,19.028300173421112,,0.0380145755367342,2.784349885826772,2.9690436449342013,2.793849875022151,3.008208030108827,16.607378166233524,17.350945046073253,16.66403023376436,18.05456868058261,18.71705928629219,18.904756541365668,18.78088797239323,19.65716530693066,46.08311420379163,3.1023404478929217,2.880790724978992,2.6592410020650625,46.343571808414126,18.50404695215447,17.18260382110636,15.861160690058249,46.78467327238769,20.854667146918118,19.365357444946863,17.87604774297561,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,500.0,500.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,54484.620391785,54484.620391785,54484.620391785,54484.620391785,54484.620391785,54484.620391785,44232.013833752,39890.87551207799,48867.1697114845,45529.33879158299,51580.561791934,56148.393421352004,98716.634225537,94375.49590386299,103351.79010326951,100013.95918336799,106065.18218371901,110633.013813137,0.020629970200678915,0.021599416180511755,0.01968653597783554,0.020356922282810386,0.019173252797498597,0.018367084907014997,-0.012833657744630411,-0.05624504096137184,0.0335179010326947,0.00013959183367839856,0.0606518218371912,0.10633013813136794
2019-10-14,110.630315231947,2.873799144595562,17.14090223036941,19.318358385953733,,0.0152435167615432,2.777385161712988,2.967536607299477,2.80838610585368,3.0055464680194555,16.565836760905885,17.35009584817272,16.750734233147096,18.03647627562789,18.67024076150336,18.91858354555831,18.878609865767867,19.650456258990523,51.02147530689635,3.0821010400015654,2.872590612785161,2.6630801855687567,51.2390562819958,18.38332810772236,17.13369388888063,15.8840596700389,51.6082571861005,20.71861305423765,19.310234348935307,17.90185564363296,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,500.0,500.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,55315.1576159735,55315.1576159735,55315.1576159735,55315.1576159735,55315.1576159735,55315.1576159735,44232.013833752,39890.87551207799,48867.1697114845,45529.33879158299,51580.561791934,56148.393421352004,99547.17144972549,95206.0331280515,104182.327327458,100844.4964075565,106895.7194079075,111463.5510373255,0.008413346248120401,0.00880034818608566,0.008036021663085036,0.008304213041559372,0.007830441687733947,0.007507137296207889,-0.004528285502745422,-0.04793966871948685,0.041823273274579575,0.0084449640755635,0.06895719407907608,0.11463551037325281
2019-10-15,112.332744230906,2.918022457097507,17.40467413569705,19.61563796498528,,0.0153884493177995,2.78562108225701,2.9671613766234657,2.828319987898012,3.0038133192883274,16.614960273621683,17.35581178367758,16.869632397247088,18.023965342163912,18.72560456972457,18.939472599478144,19.012614974716488,19.649766787822102,55.51828173413601,3.069266274718021,2.8680340002240827,2.666801725730144,55.70014460140731,18.30677458195192,17.10651577152403,15.90625696109614,56.00932744158735,20.632334722638387,19.279603720261623,17.926872717884866,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,500.0,500.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,56166.372115453,56166.372115453,56166.372115453,56166.372115453,56166.372115453,56166.372115453,44232.013833752,39890.87551207799,48867.1697114845,45529.33879158299,51580.561791934,56148.393421352004,100398.385949205,96057.24762753099,105033.5418269375,101695.71090703599,107746.93390738699,112314.765536805,0.008550865756234982,0.008940762171391059,0.008170430833283504,0.00844086221660878,0.007963036351636532,0.0076367071707097445,0.003983859492049602,-0.03942752372469205,0.05033541826937449,0.01695710907035841,0.07746933907387121,0.12314765536804795
2019-10-16,111.781350223146,2.9036991170209454,17.319241939669574,19.519353081122304,,-0.0049085777395999,2.79731250859606,2.9666037119670907,2.8420252841021814,3.0018308598374883,16.684694303638388,17.360450133357727,16.951379586778447,18.010010423302635,18.80419710618819,18.95916634051182,19.10474917588118,19.64718433818448,53.795531132244655,3.056427237885746,2.8633252021739133,2.670223166462081,53.97764023932589,18.23019557834012,17.078429937079996,15.926664295819872,54.287211875349975,20.54602767667708,19.247950064691672,17.949872452706266,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,500.0,500.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,55890.675111573,55890.675111573,55890.675111573,55890.675111573,55890.675111573,55890.675111573,44232.013833752,39890.87551207799,48867.1697114845,45529.33879158299,51580.561791934,56148.393421352004,100122.688945325,95781.55062365098,104757.8448230575,101420.01390315598,107471.236903507,112039.06853292501,-0.0027460302401621783,-0.0028701322460231715,-0.00262484725435852,-0.00271099932751373,-0.0025587457005223913,-0.0024546817380804997,0.0012268894532496688,-0.04218449376349209,0.047578448230574555,0.014200139031558257,0.07471236903507128,0.12039068532924802
2019-10-17,112.718720036338,2.9280487951511,17.46447667291628,19.683037383689364,,0.0083857442348007,2.8121908781021445,2.966777769493563,2.857665922474712,3.0003698288536,16.773436997271208,17.369321480324565,17.044669966076235,17.999207774780132,18.90421302931132,18.98339215862415,19.20989248639176,19.647894299481607,56.27927795367054,3.046748346649345,2.8601651152703,2.6735818838912544,56.443619369894805,18.17246540304465,17.059581458836078,15.946697514627504,56.723282378035535,20.480963877756217,19.226707212194636,17.97245054663305,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,500.0,500.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,56359.360018169,56359.360018169,56359.360018169,56359.360018169,56359.360018169,56359.360018169,44232.013833752,39890.87551207799,48867.1697114845,45529.33879158299,51580.561791934,56148.393421352004,100591.373851921,96250.23553024698,105226.5297296535,101888.69880975198,107939.921810103,112507.75343952101,0.004681105866542801,0.004893269147808743,0.004473983856651875,0.004621227000062733,0.004361026448563177,0.00418322744675681,0.0059137385192096215,-0.03749764469753214,0.05226529729653451,0.01888698809751821,0.07939921810103123,0.12507753439520797
2019-10-18,112.41545333207,2.9201709581089914,17.41748896510117,19.63008069756473,,-0.0026904732787085,2.8252251175718155,2.967220508333386,2.869030474408217,2.998781732403212,16.85118029565621,17.37970187992628,17.11245523862622,17.987688590430054,18.991832273626628,19.009148886665884,19.286290342968663,19.647541554889195,55.24458495908584,3.036718259869966,2.8568886512277865,2.677059042585607,55.4091901774418,18.112640506384416,17.040038843994797,15.967437181605176,55.68927845878623,20.4135392592296,19.204682045010976,17.99582483079235,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,500.0,500.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,56207.726666035,56207.726666035,56207.726666035,56207.726666035,56207.726666035,56207.726666035,44232.013833752,39890.87551207799,48867.1697114845,45529.33879158299,51580.561791934,56148.393421352004,100439.740499787,96098.60217811298,105074.8963775195,101737.06545761798,107788.288457969,112356.12008738701,-0.0015074190393026266,-0.0015754075956141422,-0.001441018272897221,-0.0014882254254432459,-0.0014047939779016083,-0.0013477591321340299,0.004397404997869669,-0.0390139782188722,0.050748963775194555,0.017370654576178257,0.07788288457969128,0.12356120087386802
2019-10-21,114.372902059618,2.971018815380785,17.7207732609987,19.9718920352783,,0.0174126302881667,2.847462103040677,2.968317836997549,2.887573809130502,2.9982319716700943,16.98381377998886,17.39394728780211,17.223058515421215,17.982403138362105,19.141314555823904,19.039190184991508,19.41094519611587,19.65396433667908,60.315996120426426,3.033983673702138,2.856154580048863,2.6783254863955874,60.44776065590089,18.096329946117365,17.03566044394839,15.974990941779415,60.67247273104077,20.395156723440294,19.199747444713,18.004338165985704,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,500.0,500.0,500.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,-500.0,0.0,57186.451029809,57186.451029809,57186.451029809,57186.451029809,0.0,57186.451029809,44232.013833752,39890.87551207799,48867.1697114845,45529.33879158299,108767.012821743,56148.393421352004,101418.464863561,97077.32654188699,106053.6207412935,102715.78982139198,108767.012821743,113334.84445116101,0.009744393592654443,0.010184584807591657,0.009314540366117452,0.009620135585508116,0.009080062201336947,0.008710912792403214,0.014184648635609642,-0.02922673458113223,0.06053620741293475,0.02715789821391823,0.08767012821743148,0.1333484445116082
2019-10-22,115.475690075138,2.999665495533908,17.891637653053646,20.16446180300425,,0.0096420392913101,2.8775411172014564,2.96984952555938,2.9079541157493027,2.998260358281259,17.163221391646555,17.41074365327103,17.34461835862711,17.980605802019365,19.34351281193616,19.072034204448677,19.54794821555012,19.66407319739839,62.86875101197198,3.0429793549779043,2.8586611645622613,2.6743429741466183,62.98535333141195,18.149985085354743,17.050611078253198,15.951237071151647,63.18445492985656,20.455627823216883,19.216597299389026,17.97756677556116,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,500.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,57737.845037569,57737.845037569,57737.845037569,57737.845037569,0.0,57737.845037569,44232.013833752,39890.87551207799,48867.1697114845,45529.33879158299,108767.012821743,56148.393421352004,101969.85887132099,97628.720549647,106605.0147490535,103267.183829152,108767.012821743,113886.238458921,0.005436820686467447,0.005679946362368016,0.005199200215003197,0.005368152342680732,0.0,0.004865176375634439,0.01969858871320951,-0.023712794503532253,0.06605014749053484,0.03267183829151832,0.08767012821743148,0.13886238458920808
2019-10-23,116.316565936972,3.021508589150665,18.021921751995546,20.311296250895303,,0.0072818431419361,2.909356836348075,2.9715479715658786,2.9286003836404597,2.998720719288574,17.35298765708186,17.428548557361406,17.46776443014864,17.981423939642657,19.55738561022726,19.10604013850267,19.68673876743106,19.67688949548744,64.73170704185452,3.057856546701154,2.8629223582350383,2.6679881697689227,64.83782306609174,18.238720754049638,17.07602715657137,15.91333355909311,65.01919380205526,20.555635829004856,19.24524205233826,17.934848275671662,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,500.0,500.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-500.0,58158.282968486,58158.282968486,58158.282968486,58158.282968486,0.0,0.0,44232.013833752,39890.87551207799,48867.1697114845,45529.33879158299,108767.012821743,114306.676389838,102390.296802238,98049.15848056399,107025.4526799705,103687.62176006899,108767.012821743,114306.676389838,0.004123158897842316,0.004306498421263072,0.003943885115599066,0.0040713604780060475,0.0,0.0036917360394570498,0.023902968022379678,-0.019508415194362416,0.07025452679970501,0.036876217600688266,0.08767012821743148,0.14306676389837802
2019-10-24,111.581469895333,2.9119471547388174,17.571715843148358,19.19672570647164,,-0.0407086987437781,2.927853060940876,2.971393519302448,2.9255725238401604,2.9970024308816483,17.48363701928792,17.437538350426696,17.48666468705768,17.97331090802891,19.643914348238603,19.12440958436569,19.59764548362025,19.667381301645545,50.92919576216012,3.05547209500472,2.861857665676314,2.6682432363479087,54.65808930904233,18.248496841319447,17.079840656534618,15.911184471749788,46.19851343921982,20.511542389673533,19.219181304962586,17.92682022025164,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,500.0,500.0,0.0,500.0,0.0,500.0,0.0,0.0,-500.0,0.0,0.0,500.0,55790.734947666504,55790.734947666504,0.0,55790.734947666504,0.0,55790.734947666504,44232.013833752,39890.87551207799,104657.90465915101,45529.33879158299,108767.012821743,58515.9414421715,100022.7487814185,95681.6104597445,104657.90465915101,101320.07373924949,108767.012821743,114306.676389838,-0.023122777204096834,-0.024146540954645745,-0.02212135488834588,-0.0228334682639163,0.0,0.0,0.00022748781418480135,-0.04318389540255729,0.04657904659151013,0.013200737392493389,0.08767012821743148,0.14306676389837802
2019-10-25,114.476288436073,2.9874933777916794,18.027588389580973,19.694756764399884,,0.0259435419111742,2.9435373904569966,2.972072930428742,2.936830860922255,2.9968141328006586,17.598042084253073,17.45153339668518,17.585014451152823,17.9743857096438,19.71056000733648,19.148224268903043,19.61530208012564,19.66792339001692,57.636828118495664,3.061978030909407,2.863943638141884,2.6659092453743614,61.286212712891206,18.325502060494568,17.10271012524329,15.879918189992017,52.77639999452549,20.49729566044869,19.21380964681432,17.930323633179945,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,57238.144218036505,57238.144218036505,0.0,57238.144218036505,0.0,57238.144218036505,44232.013833752,39890.87551207799,104657.90465915101,45529.33879158299,108767.012821743,58515.9414421715,101470.1580517885,97129.0197301145,104657.90465915101,102767.4830096195,108767.012821743,115754.085660208,0.014470800772862669,0.015127350631069847,0.0,0.014285513392883642,0.0,0.012662508578533682,0.014701580517884727,-0.028709802698857367,0.04657904659151013,0.027674830096193537,0.08767012821743148,0.15754085660207795
2019-10-28,116.523338689882,3.0409153498279635,18.34995540468101,20.046935869783177,,0.01788187127461,2.9602490109802364,2.9731315408012096,2.955755313450565,2.9976874242269416,17.71894740168423,17.467869205992553,17.724094624521584,17.981822733307904,19.783417755719423,19.17464145484982,19.693780950972464,19.675428587636056,61.63093043110796,3.078870124176788,2.868817086346612,2.658764048516436,65.16421621741833,18.46862506776429,17.14239208129505,15.816159094825814,56.79875339744005,20.538268667326044,19.22682925861137,17.915389849896705,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,500.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-500.0,58261.669344941,58261.669344941,0.0,58261.669344941,0.0,0.0,44232.013833752,39890.87551207799,104657.90465915101,45529.33879158299,108767.012821743,116777.6107871125,102493.683178693,98152.54485701899,104657.90465915101,103791.00813652399,108767.012821743,116777.6107871125,0.010086957057680923,0.01053778911543124,0.0,0.009959620464857544,0.0,0.008842237585539925,0.024936831786929625,-0.018474551429812358,0.04657904659151013,0.03791008136523866,0.08767012821743148,0.16777610787112285
2019-10-29,116.351028062457,3.0364185508289023,18.32282013401284,20.017291163902563,,-0.0014787649355257,2.972088620353376,2.973808414567304,2.970421356610262,2.9984543772289607,17.810762001515812,17.482015623026342,17.832953808065447,17.988575157084238,19.823583075611158,19.19876511623416,19.752600989687025,19.682198143601727,61.10865251050869,3.100479458758059,2.878854851305193,2.657230243852327,64.57781598446456,18.62962807621956,17.21286113756874,15.79609419891792,56.363554536062296,20.627472149985987,19.27459382266785,17.921715495349705,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58175.5140312285,58175.5140312285,0.0,58175.5140312285,0.0,0.0,44232.013833752,39890.87551207799,104657.90465915101,45529.33879158299,108767.012821743,116777.6107871125,102407.5278649805,98066.38954330649,104657.90465915101,103704.85282281149,108767.012821743,116777.6107871125,-0.0008405914495461797,-0.0008777695355530746,0.0,-0.0008300845637723153,0.0,0.0,0.024075278649804632,-0.01933610456693735,0.04657904659151013,0.037048528228113664,0.08767012821743148,0.16777610787112285
2019-10-30,116.047761358189,3.028504184610572,18.275062057757644,19.965116481684653,,-0.0026064806587287,2.9845691271123385,2.9741067947899165,2.980981870792137,2.9990494229196853,17.906344013324617,17.493979535237724,17.9133371261913,17.994248165018362,19.868159415667385,19.220591850792687,19.791240170050227,19.6878004869301,60.14263993619539,3.117472917072637,2.8909408178541995,2.664408718635762,63.49483530387287,18.756924885194167,17.295519158481497,15.834113431768827,55.5567229034903,20.697024083940363,19.33617826092777,17.975332437915185,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,-500.0,0.0,0.0,0.0,0.0,0.0,0.0,58023.8806790945,0.0,58023.8806790945,0.0,0.0,102255.8945128465,39890.87551207799,104657.90465915101,45529.33879158299,108767.012821743,116777.6107871125,102255.8945128465,97914.75619117249,104657.90465915101,103553.21947067749,108767.012821743,116777.6107871125,-0.0014806856028584114,-0.0015462316175822721,0.0,-0.0014621625508024483,0.0,0.0,0.02255894512846468,-0.020852438088277303,0.04657904659151013,0.03553219470677371,0.08767012821743148,0.16777610787112285
2019-10-31,113.718121675403,2.967707462245856,17.908193198943,19.56432005885512,,-0.0200748351844153,2.9885349938218138,2.973686733427832,2.9785683419655404,2.9984287900350552,17.95071566592729,17.50164556069546,17.91240186669161,17.992544106284196,19.85628768318396,19.237755495168628,19.74998196801475,19.68535532993852,53.18703991109377,3.1231767979373624,2.90036293596198,2.6775490739865964,55.75909659021367,18.807697825222817,17.362076331599244,15.916454837975673,49.674193880899786,20.71035617358489,19.380250356247625,18.05014453891036,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56859.0608377015,0.0,56859.0608377015,0.0,0.0,102255.8945128465,39890.87551207799,104657.90465915101,45529.33879158299,108767.012821743,116777.6107871125,102255.8945128465,96749.93634977948,104657.90465915101,102388.39962928448,108767.012821743,116777.6107871125,0.0,-0.01189626453359871,0.0,-0.0112485140234857,0.0,0.0,0.02255894512846468,-0.03250063650220736,0.04657904659151013,0.023883996292843657,0.08767012821743148,0.16777610787112285
2019-11-01,117.233258474873,3.0594421616515484,18.4617527195168,20.16907205766488,,0.0309109643008667,3.00246211417607,2.9741662006143623,2.993272672817542,2.9996369756116192,18.055142041368853,17.514745697783237,18.012283839932554,18.001835365952168,19.910186819193974,19.26086099405552,19.82618016613296,19.69493387900241,60.59274561385693,3.14086073564916,2.913843615873943,2.686826496098726,63.07013787976388,18.934454747493373,17.453161168512526,15.97186758953168,57.061883010610615,20.790836427819343,19.45100954641029,18.11118266500124,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-500.0,0.0,0.0,0.0,58616.6292374365,0.0,0.0,0.0,0.0,102255.8945128465,39890.87551207799,104657.90465915101,104145.96802901948,108767.012821743,116777.6107871125,102255.8945128465,98507.50474951448,104657.90465915101,104145.96802901948,108767.012821743,116777.6107871125,0.0,0.018166093602179467,0.0,0.017165698517591643,0.0,0.0,0.02255894512846468,-0.01492495250485737,0.04657904659151013,0.041459680290193424,0.08767012821743148,0.16777610787112285
2019-11-04,120.54851494653,3.145960574257116,18.983835326349567,20.73943619790883,,0.0282791463342937,3.019956290063703,2.975539361439468,3.021034109442919,3.0025344726145007,18.181448247903937,17.53322903465941,18.188929564735645,18.02128090972241,19.98694123545703,19.28983919910719,19.99222671736493,19.715617093238176,66.04811130795699,3.168817701591851,2.9337091965521904,2.69860069151253,68.37783815874599,19.12262932774036,17.582631013946393,16.04263270015243,62.63326133894028,20.937535963617652,19.564127895640453,18.19071982766325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102255.8945128465,100165.13298534299,104657.90465915101,104145.96802901948,108767.012821743,116777.6107871125,102255.8945128465,100165.13298534299,104657.90465915101,104145.96802901948,108767.012821743,116777.6107871125,0.0,0.016827430966234846,0.0,0.0,0.0,0.0,0.02255894512846468,0.001651329853427752,0.04657904659151013,0.041459680290193424,0.08767012821743148,0.16777610787112285
2019-11-05,120.803534675119,3.1526158367532062,19.02399552680257,20.78331036246367,,0.0021154945683246,3.0352513241856327,2.9773639533083918,3.044958059862971,3.005506380815267,18.294684035278827,17.55430601876018,18.340759739656903,18.041136644714097,20.04882609140297,19.321538520095054,20.13606010738288,19.73675953421294,66.43305818174127,3.183930485323596,2.956396220693545,2.7288619560634944,68.7499053466499,19.232406972391807,17.72895271346269,16.22549845453357,63.03063852989417,21.003676250751543,19.69616945166955,18.38866265258756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102255.8945128465,100165.13298534299,104657.90465915101,104145.96802901948,108767.012821743,116777.6107871125,102255.8945128465,100165.13298534299,104657.90465915101,104145.96802901948,108767.012821743,116777.6107871125,0.0,0.0,0.0,0.0,0.0,0.0,0.02255894512846468,0.001651329853427752,0.04657904659151013,0.041459680290193424,0.08767012821743148,0.16777610787112285
2019-11-06,119.9281966878,3.1297720979042856,18.88614835220838,20.632715257027307,,-0.0072459633707993,3.0460776750609946,2.978944071188207,3.060378794052301,3.007967088084356,18.381106695300115,17.57391319589846,18.439921305575357,18.05786954981299,20.08096799201617,19.351636791100773,20.226361043681862,19.75450123169441,63.76080660792673,3.185464693509099,2.9777172557045355,2.769969817899972,65.8844134845297,19.258775028640205,17.867047176190983,16.47531932374176,60.64661262618088,20.98545390939812,19.819176801121703,18.652899692845285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102255.8945128465,100165.13298534299,104657.90465915101,104145.96802901948,108767.012821743,116777.6107871125,102255.8945128465,100165.13298534299,104657.90465915101,104145.96802901948,108767.012821743,116777.6107871125,0.0,0.0,0.0,0.0,0.0,0.0,0.02255894512846468,0.001651329853427752,0.04657904659151013,0.041459680290193424,0.08767012821743148,0.16777610787112285
2019-11-07,120.286602792844,3.1391254397873007,18.942589714986788,20.694376245028035,,0.0029885057471263,3.068795503565843,2.9797125454645963,3.074696366004119,3.0105642831675827,18.51819408248396,17.588929421053614,18.531315561831978,18.075388761004557,20.23073304587181,19.37698386578364,20.31145471665389,19.773112618097056,64.3923750323726,3.1829795777735232,2.99832428225336,2.8136689867331968,66.50009338653378,19.259253010195994,18.00091555088593,16.74257809157587,61.29218103533777,20.944740788770144,19.937323697055195,18.929906605340246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102255.8945128465,100165.13298534299,104657.90465915101,104145.96802901948,108767.012821743,116777.6107871125,102255.8945128465,100165.13298534299,104657.90465915101,104145.96802901948,108767.012821743,116777.6107871125,0.0,0.0,0.0,0.0,0.0,0.0,0.02255894512846468,0.001651329853427752,0.04657904659151013,0.041459680290193424,0.08767012821743148,0.16777610787112285
